instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2108,2011-04-02,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196
2109,2011-04-02,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184
2110,2011-04-02,2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179
2111,2011-04-02,2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148
2112,2011-04-02,2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85
2113,2011-04-02,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77
2114,2011-04-02,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55
2115,2011-04-02,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53
2116,2011-04-03,2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39
2117,2011-04-03,2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34
2118,2011-04-03,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24
2119,2011-04-03,2,0,4,3,0,0,0,1,0.3,0.3333,0.61,0,3,8,11
2120,2011-04-03,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3
2121,2011-04-03,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5
2122,2011-04-03,2,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33
2123,2011-04-03,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,13,20,33
2124,2011-04-03,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62
2125,2011-04-03,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,68,74,142
2126,2011-04-03,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215
2127,2011-04-03,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243
2128,2011-04-03,2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,166,147,313
2129,2011-04-03,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367
2130,2011-04-03,2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,240,109,349
2131,2011-04-03,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0,174,118,292
2132,2011-04-03,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303
2133,2011-04-03,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274
2134,2011-04-03,2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0,71,101,172
2135,2011-04-03,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144
2136,2011-04-03,2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79
2137,2011-04-03,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45
2138,2011-04-03,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36
2139,2011-04-03,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31
2140,2011-04-04,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6
2141,2011-04-04,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2
2143,2011-04-04,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1
2144,2011-04-04,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2
2145,2011-04-04,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7
2146,2011-04-04,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46
2147,2011-04-04,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157
2148,2011-04-04,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339
2149,2011-04-04,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158
2150,2011-04-04,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124
2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157
2153,2011-04-04,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139
2154,2011-04-04,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123
2155,2011-04-04,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143
2156,2011-04-04,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189
2157,2011-04-04,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366
2158,2011-04-04,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278
2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173
2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95
2162,2011-04-04,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75
2163,2011-04-04,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48
2164,2011-04-05,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15
2166,2011-04-05,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5
2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4
2168,2011-04-05,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2
2169,2011-04-05,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38
2171,2011-04-05,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134
2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157
2173,2011-04-05,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46
2174,2011-04-05,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28
2175,2011-04-05,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56
2178,2011-04-05,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76
2179,2011-04-05,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130
2181,2011-04-05,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273
2182,2011-04-05,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91
2185,2011-04-05,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89
2186,2011-04-05,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46
2187,2011-04-05,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117
2204,2011-04-06,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356
2206,2011-04-06,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325
2207,2011-04-06,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232
2208,2011-04-06,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102
2210,2011-04-06,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84
2211,2011-04-06,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0,0,7,7
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0,36,86,122
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0,39,114,153
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,52,161,213
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0,2,33,35
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1,0.2537,3,11,14
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,0,3,3
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21
6068,2011-09-15,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,23,186,209
6069,2011-09-15,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,25,96,121
6070,2011-09-15,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,39,120,159
6071,2011-09-15,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,31,148,179
6072,2011-09-15,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189
6073,2011-09-15,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170
6074,2011-09-15,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,25,110,135
6075,2011-09-15,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222
6076,2011-09-15,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261
6077,2011-09-15,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,22,222,244
6078,2011-09-15,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,20,212,232
6079,2011-09-15,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,25,223,248
6080,2011-09-15,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,145
6081,2011-09-15,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115
6082,2011-09-15,3,0,9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,8,61,69
6083,2011-09-16,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,5,43,48
6084,2011-09-16,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.194,7,19,26
6085,2011-09-16,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,3,7,10
6086,2011-09-16,3,0,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,2,4,6
6087,2011-09-16,3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,1,3,4
6088,2011-09-16,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,2,30,32
6089,2011-09-16,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,6,87,93
6090,2011-09-16,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,16,283,299
6091,2011-09-16,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,23,386,409
6092,2011-09-16,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,21,189,210
6093,2011-09-16,3,0,9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,36,104,140
6094,2011-09-16,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,40,139,179
6095,2011-09-16,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0,39,212,251
6096,2011-09-16,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,55,168,223
6097,2011-09-16,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,49,176,225
6098,2011-09-16,3,0,9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,38,165,203
6099,2011-09-16,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,67,291,358
6100,2011-09-16,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,86,480,566
6101,2011-09-16,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,55,427,482
6102,2011-09-16,3,0,9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,59,256,315
6103,2011-09-16,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,41,184,225
6104,2011-09-16,3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,39,124,163
6105,2011-09-16,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167
6106,2011-09-16,3,0,9,23,0,5,1,1,0.5,0.4848,0.59,0,20,106,126
6107,2011-09-17,3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,28,80,108
6108,2011-09-17,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,28,52,80
6109,2011-09-17,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,18,61,79
6110,2011-09-17,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,7,21,28
6111,2011-09-17,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,1,4,5
6112,2011-09-17,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,2,3,5
6113,2011-09-17,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,5,17,22
6114,2011-09-17,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194,4,33,37
6115,2011-09-17,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,27,81,108
6116,2011-09-17,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,32,145,177
6117,2011-09-17,3,0,9,10,0,6,0,2,0.5,0.4848,0.68,0.2836,72,177,249
6118,2011-09-17,3,0,9,11,0,6,0,2,0.52,0.5,0.68,0.2239,119,248,367
6119,2011-09-17,3,0,9,12,0,6,0,2,0.52,0.5,0.67,0.2239,115,257,372
6120,2011-09-17,3,0,9,13,0,6,0,2,0.52,0.5,0.68,0.194,124,225,349
6121,2011-09-17,3,0,9,14,0,6,0,2,0.52,0.5,0.72,0.194,123,174,297
6122,2011-09-17,3,0,9,15,0,6,0,2,0.52,0.5,0.72,0.194,148,206,354
6123,2011-09-17,3,0,9,16,0,6,0,1,0.54,0.5152,0.68,0.2537,116,189,305
6124,2011-09-17,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,141,218,359
6125,2011-09-17,3,0,9,18,0,6,0,2,0.52,0.5,0.72,0.2239,95,234,329
6126,2011-09-17,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,70,186,256
6127,2011-09-17,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343,43,133,176
6128,2011-09-17,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,49,121,170
6129,2011-09-17,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,31,112,143
6130,2011-09-17,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,36,100,136
6131,2011-09-18,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,24,88,112
6132,2011-09-18,3,0,9,1,0,0,0,1,0.46,0.4545,0.77,0.2239,13,66,79
6133,2011-09-18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,21,68,89
6134,2011-09-18,3,0,9,3,0,0,0,1,0.44,0.4394,0.82,0.194,11,25,36
6135,2011-09-18,3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,1,0,1
6136,2011-09-18,3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239,1,5,6
6137,2011-09-18,3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,2,10,12
6138,2011-09-18,3,0,9,7,0,0,0,1,0.46,0.4545,0.72,0.2239,15,29,44
6139,2011-09-18,3,0,9,8,0,0,0,1,0.46,0.4545,0.72,0.2537,16,53,69
6140,2011-09-18,3,0,9,9,0,0,0,1,0.48,0.4697,0.67,0.2537,46,94,140
6141,2011-09-18,3,0,9,10,0,0,0,1,0.5,0.4848,0.72,0.1642,82,178,260
6142,2011-09-18,3,0,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,116,201,317
6143,2011-09-18,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,135,229,364
6144,2011-09-18,3,0,9,13,0,0,0,1,0.56,0.5303,0.6,0.1343,162,214,376
6145,2011-09-18,3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,127,184,311
6146,2011-09-18,3,0,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,132,233,365
6147,2011-09-18,3,0,9,16,0,0,0,2,0.56,0.5303,0.64,0.1642,134,235,369
6148,2011-09-18,3,0,9,17,0,0,0,2,0.56,0.5303,0.64,0.194,95,230,325
6149,2011-09-18,3,0,9,18,0,0,0,2,0.56,0.5303,0.6,0.1045,66,223,289
6150,2011-09-18,3,0,9,19,0,0,0,2,0.54,0.5152,0.68,0.1045,54,191,245
6151,2011-09-18,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,44,136,180
6152,2011-09-18,3,0,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,37,110,147
6153,2011-09-18,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,9,75,84
6154,2011-09-18,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,10,44,54
6155,2011-09-19,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,14,23,37
6156,2011-09-19,3,0,9,1,0,1,1,2,0.52,0.5,0.72,0.1045,3,7,10
6157,2011-09-19,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,6,7,13
6158,2011-09-19,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,1,4,5
6159,2011-09-19,3,0,9,4,0,1,1,2,0.5,0.4848,0.77,0.1642,2,6,8
6160,2011-09-19,3,0,9,5,0,1,1,2,0.5,0.4848,0.77,0.194,2,26,28
6161,2011-09-19,3,0,9,6,0,1,1,1,0.5,0.4848,0.77,0.2239,6,107,113
6162,2011-09-19,3,0,9,7,0,1,1,2,0.5,0.4848,0.82,0.2239,20,312,332
6163,2011-09-19,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,29,391,420
6164,2011-09-19,3,0,9,9,0,1,1,2,0.54,0.5152,0.68,0.1642,32,183,215
6165,2011-09-19,3,0,9,10,0,1,1,2,0.56,0.5303,0.64,0.1343,21,84,105
6166,2011-09-19,3,0,9,11,0,1,1,2,0.58,0.5455,0.64,0.1642,41,98,139
6167,2011-09-19,3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,51,138,189
6168,2011-09-19,3,0,9,13,0,1,1,2,0.6,0.6061,0.6,0,53,124,177
6169,2011-09-19,3,0,9,14,0,1,1,2,0.6,0.6061,0.6,0.194,45,143,188
6170,2011-09-19,3,0,9,15,0,1,1,2,0.6,0.6061,0.6,0.2239,44,143,187
6171,2011-09-19,3,0,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,55,208,263
6172,2011-09-19,3,0,9,17,0,1,1,2,0.58,0.5455,0.64,0.1343,85,483,568
6173,2011-09-19,3,0,9,18,0,1,1,2,0.56,0.5303,0.68,0.1343,56,484,540
6174,2011-09-19,3,0,9,19,0,1,1,2,0.56,0.5303,0.68,0.1045,41,333,374
6175,2011-09-19,3,0,9,20,0,1,1,2,0.56,0.5303,0.68,0.1343,27,204,231
6176,2011-09-19,3,0,9,21,0,1,1,2,0.56,0.5303,0.68,0.1642,19,181,200
6177,2011-09-19,3,0,9,22,0,1,1,2,0.56,0.5303,0.68,0.1642,25,104,129
6178,2011-09-19,3,0,9,23,0,1,1,2,0.56,0.5303,0.73,0.194,13,55,68
6179,2011-09-20,3,0,9,0,0,2,1,2,0.56,0.5303,0.73,0.1642,4,21,25
6180,2011-09-20,3,0,9,1,0,2,1,2,0.54,0.5152,0.88,0.1642,3,11,14
6181,2011-09-20,3,0,9,2,0,2,1,2,0.54,0.5152,0.88,0.1642,1,4,5
6182,2011-09-20,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,0,3,3
6183,2011-09-20,3,0,9,4,0,2,1,1,0.54,0.5152,0.88,0.194,2,4,6
6184,2011-09-20,3,0,9,5,0,2,1,2,0.54,0.5152,0.88,0.194,1,21,22
6185,2011-09-20,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.194,3,111,114
6186,2011-09-20,3,0,9,7,0,2,1,2,0.54,0.5152,0.88,0.1642,23,306,329
6187,2011-09-20,3,0,9,8,0,2,1,3,0.54,0.5152,0.94,0.2537,13,196,209
6188,2011-09-20,3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,5,64,69
